선불식할부거래사업자정보																																					
																																					
회사정보													판매품목(현재 시판중인 주요 3개 품목)						재무현황												선수금현황						
상호	대표자성명	선불식할부거래업등록번호	선불식할부거래할부거래등록일	법인등록번호	사업자등록번호	법인 소재지	영업소 소재지	전화번호	전자우편주소	영업상태	영업개시일	등록취소 및 폐업일자	상품명1	가격 및 지급방법1	상품명2	가격 및 지급방법2	상품명3	가격 및 지급방법3	자산(원)			부채(원)			자본총계	자본금	지급여력비율(%)		부채비율(%)		총선수금(원)	보전비율(%)	선수금보전 계약				
[직권말소]대한상조개발㈜[농촌사랑(주)로의 피흡수합병]	김 *  * 	대구-2010-제3호	20101017	1701110346420	504-81-74906	대구광역시 남구 명덕로 78	상 동	1577-1750	ull******@naver.com	폐업	20080101	20180822	일반형	360만원(30000*120) 수의(저마,기계직), 관(오동나무), 장의버스 20만원 지원	일반형	420만원(30,000*140) 수의(대마,기계직), 관(오동나무), 리무진 200km, 장의버스	프리미엄	540만원(40,000*135) 수의(대마,수제직), 관(솔송), 리무진 300km, 장의버스	328,882,660	38,161,183	367,043,843	860,980,446	76,800,000	937,780,446	-570,736,603	300,000,000	-33	100	255	100	432,735,000	55	우리은행	예치계약	239,568,000		
[등록취소]대한교직원공제회 교원가족상조(주)	김 *  * 	대구-2011-제15호	20110113	1701110386567	502-86-01998	대구 중구 경상감영길 40	대구 중구 경상감영길 40	053-742-0167	dtm***@hanmail.net	등록취소			교원 1품	가격:5,940,000원 /  월 부금액:33,000원 X 180회 , 수의(대마,중국산),관(솔송관또는오동관,북미/중국) 등	VIP 600	가격:6,000,000원 /  월 부금액:50,000원 X 120회 , 수의(원삼,중국산),관(향나무관,북미),리무진 무료제공 등	가족상 1품	가격:3,930,000원 /  월 부금액:33,000원 X 120회, 수의(대마,중국산),관(오동관,북미/중국) 등	4,495,295	98,440,000	102,935,295	460,791,523	0	460,791,523	-357,856,228	350,000,000		100	448	100	299,574,000	5	우리은행	예치계약	15,495,000		
[등록취소]아산상조(주)	장 *  * 	서울-2018-제163호	20110322	1101112711392	215-86-37781	서울특별시 마포구 독막로8길 6	서울특별시 마포구 독막로8길 6	1544-9414	asa*******@naver.com	등록취소	20030301		하늘품390	390만원 (3만원X130회) 수의(대마), 관(오동나무), 리무진 및 장의버스, 의전팀장 및 도우미 인력, 꽃제단 장식1단 등	하늘품480	480만원 (4만원X120회) 수의(대마), 관(오동나무), 리무진 및 장의버스, 의전팀장 및 도우미 인력, 꽃제단 장식2단 등			19,032,730,913	10,295,096,687	29,327,827,600	18,830,092,681	16,649,895,441	35,479,988,122	-6,152,160,522	2,000,000,000	63	100	121	100	12,009,147,862	50	신한은행	예치계약	6,004,573,931		
[등록취소](주)이지스상조	김 *  * 	서울-2010-제49호	20100917	1801110375310	607-81-55514	서울 영등포구 여의도동44-24 호성빌딩 신관501호	상동	1644-4060	web******@aegissj.com	등록취소	20010830		260상품	260만원 (26000원 * 100회)  수의(저마,중국산) 관(오동나무,중국산) 왕복 200km(리무진,버스 중 택일) 등	390상품	390만원 (30000원 * 130회) 수의(대마,중국산) 관(오동나무,중국산) 리무진 왕복 30km, 버스왕복 300km 등	540상품	540만원 (54000원 * 100회) 수의(대마,중국산) 관(오동나무,중국산) 리무진 왕복 30km, 버스왕복 300km 등	5,139,240,431	4,535,386,631	9,674,627,062	28,514,407,818	20,700,000	28,535,107,818	-18,860,480,756	300,000,000	23	100	295	100	0	0	한국상조공제조합	공제계약	0	한국상조공제조합	1688-0972
[폐업]농촌사랑(주)	박 *  * 	인천-2011-제2호	20110314	1358110154731	124-86-68751	인천광역시 서구 중봉대로612번길 10-12	인천광역시 서구 중봉대로612번길 10-12	1644-5060	ifa******@naver.com	폐업	20080701	20200113	농촌사랑390(130회)	390만원(월30,000*130회) 수의(대마,중국) 관(오동나무,중국산) 버스+리무진(왕복200km)	농촌사랑480(120회)	480만원(월40,000*120회) 수의(대마,중국) 관(향나무,중국산) 버스+리무진(전국무료)	농촌사랑480(240회)	480만원(월20,000*240회) 수의(대마,중국) 관(향나무,중국산) 버스+리무진(전국무료)	364,256,974	3,131,024,042	3,495,281,016	238,916,578	4,106,575,724	4,345,492,302	-850,211,286	1,603,100,000	79	100	124	100	4,088,816,300	50	한국상조공제조합/국민은행	공제계약/예치계약	1804612326/239795824		
[직권말소]㈜케이티에스연합[구.(주)케이티에스]	최 *  * 	광주-2017-제1호	20130822	1701110348814	514-81-64079	광주광역시 북구 서하로 223	상 동	1644-4228	hap****@hanmail.net	폐업	20080201	20170818	실속형	2.5만원~4만원(10년 120회~20년 240회) 기본품목(장례지도사, 리무진, 관, 수의, 상복, 운구도우미)+선택품목(야간접객도우미, 횡대, 상주편의용품) 등을 가입단체에서 상조 상품조립	표준형	4만원~6만원(10년 120회~20년 240회) 기본품목(장례지도사, 리무진, 관, 수의, 상복, 운구도우미)+선택품목(야간접객도우미, 횡대, 상주편의용품) 등을 가입단체에서 상조 상품조립	프리미엄형	6만원~9만원(10년 120회~20년 240회) 기본품목(장례지도사, 리무진, 관, 수의, 상복, 운구도우미)+선택품목(야간접객도우미, 횡대, 상주편의용품) 등을 가입단체에서 상조 상품조립	125,211,698	12,500,000	137,711,698	1,592,886,541	0	1,592,886,541	-1,455,174,843	300,000,000	-533	100	1157	100	229,957,200	51	신한은행	예치계약	117,281,300	신한은행(운암동 지점)	053-553-5507
[폐업]삼원라이프주식회사	가 * 	충남 제1호	20101001	1614110015757	316-81-07265	충남 서산시 석림동 773-1	상동	1644-9006	sam*******@hanmail.net	폐업	20050801	20160125	240만원	240만원(3만원×80회),수의(저마,중국산),관(오동나무,중국산),리무진(100km이내 무료제공)	360만원	360만원(3만원×120회),수의(대마,중국산),관(오동나무,중국산),리무진(100km이내 무료제공)	480만원	480만원(4만원×120회),수의(대마,중국산),관(소나무,중국산),리무진(100km이내 무료제공)	2,393,220,753	362,541,453	2,755,762,206	3,841,655,282	0	3,841,655,282	-1,085,893,076	300,000,000	66	100	139	100	3,148,579,000	46	국민은행	예치계약	1,433,786,950	국민은행(서산지점)	041-662-0914
[폐업](주)나비드	김 *  * 	대전-선불식할부거래업-21호	20110330	1601110295918	314-86-22789	대전 서구 월평동	대전 서구 월평동	042-486-0036		폐업		20130930	360	30,000*120회 고급드레스,턱시도,사진,헤어메이크업(본식,리허설),웨딩카	480	40,000*120회 최고급드레스, 국산웨딩카(본식,리허설 메이크업) 액자 등	600	50,000*120회 최고급드레스, 리무진(본식, 리허설 메이크업) 액자 등	273,528,213	44,865,000	318,393,213	132,137,759	0	132,137,759	186,255,454	300,000,000		100	42	100	124,380,000	0	국민은행(해지)	예치계약(해지)	0		
(주)에이플러스라이프	최 *  * 	서울-2010-제3호	20100929	1101113989245	120-87-33918	서울특별시 강남구 역삼로 415	상동	1688-8860	lif*@apluslife.co.kr	정상영업	20081101		효담336	336만원(28,000원*120회/20,000원*168회) 관(원산지:중국, 제조지:중국, 재질:오동나무), 수의(원산지:중국, 제조지:중국, 모시(5호)/기계직, 화장(효담 가진 수의/혼용), 입관/빈소용품 일체, 의전/발인용품 일체, 1급 장례 의전팀장1명(3일 상주), 장례예식사 1명(입관시), 조문객도우미3명*8시간, 버스/리무진(왕복200km 택1)	효담420	420만원(25,000원*168회/35,000원*120회) 관(원산지:중국, 제조지:중국, 재질:오동나무), 수의(원산지:중국, 제조지:중국, 모시(5호)/기계직, 화장(효담 가진 수의/혼용), 입관/빈소용품 일체, 의전/발인용품 일체, 1급 장례 의전팀장1명(3일 상주), 장례예식사 1명(입관시), 조문객도우미4명*8시간, 버스/리무진(왕복200km)	효담720	720만원(60,000원*120회/40,000*180회) 관(원산지:중국, 제조지:중국, 재질:오동나무, 향나무), 수의(원산지:중국, 제조지:중국, 대마100%(3호)/수제직, 입관/빈소용품 일체, 의전/발인용품 일체, 1급 장례 의전팀장1명(3일 상주), 장례예식사 1명(입관시), 조문객도우미8명*8시간, 버스/리무진(전국무료)	68,577,880,391	50,393,206,134	118,971,086,525	2,793,722,491	59,953,453,381	62,747,175,872	56,223,910,653	25,500,000,000	196	100	53	100	59,053,610,584	50	신한은행	지급보증	29,526,805,292	신한은행 삼성역기업금융센터점	02-3453-4829
[폐업](주)우리연합상조이벤트	김 *  * 	대전-선불식할부거래업-제 19호	20110324	1601110213952	314-81-85343	대전 서구 월평동	대전 서구 월평동	042-486-5279		폐업		20130930	360	360만원(3만원*120회) 순특수의(대마,국내) 관(오동관) 리무진(버스,캐달락중선택)	480	480만원(4만원*120회) 순특상수의(대마,국내) 관(오동2관) 리무진(버스,캐딜락중선택)	600	600만원(5만원*120회) 전특수의(대마,국내) 관(솔송관) 리무진 제공(100km) 왕복	916,367,275	43,236,542	959,603,817	1,329,754,263	0	1,329,754,263	-370,150,446	300,000,000		100	139	100	1,283,380,000	7	우리은행	예치계약	84,142,000		
[등록취소]순복음라이프(주) [구, 효경라이프(주), 효경상조(주)]	박 *  * 	부산-2011-33호	20110316	1801110629577	605-81-88173	부산광역시 부산진구 서전로 25	부산광역시 부산진구 서전로 25	1577-7808	hyo*****@hanmail.net	등록취소	20080414		효경토탈상품 396	396만원(30,000*132회) 크루즈여행, 장례, 혼례	보훈VIP상품396	396만원(30,000*132회) 크루즈여행, 장례, 혼례	크루즈여행 상품	396만원(40,000*99회) 크루즈 여행	1,233,794,221	4,592,806,429	5,826,600,650	251,590,649	8,629,082,733	8,880,673,382	-3,054,072,732	1,500,000,000	64	100	152	100	8,397,354,000	50	상조보증공제조합	공제계약	4,198,677,000	상조보증공제조합	1600-1226
[등록말소]㈜매일상조[현대에스라이프(주)로 흡수합병]	여 *  * 	대구-2010-제7호	20101110	1701110388349	504-81-83841	대구광역시 중구 서성로 20	상 동	1577-9559	msa****@msangjo.com	폐업	20091019	20200819	330 패키지	330만원(5.5만원*60회, 3.3만원*100회, 2.75만원*120회) 수의(삼베/중국산), 관(오동/중국산), 버스 또는 리무진(왕복200km 지원)	396 패키지	396만원(6.6만원*60회, 3.96만원*100회, 3.3만원*120회) 수의(삼베/중국산), 관(오동/중국산), 버스-리무진(왕복200km지원)	540 패키지	540만원(9만원*60회, 5.4만원*100회, 4.5만원*120회) 수의(삼베/중국산), 관(오동 또는 적송/중국산), 버스-리무진(왕복400km지원)	1,150,523,449	6,519,626,046	7,670,149,495	698,515,610	10,385,856,016	11,084,371,626	-3,414,222,131	1,500,000,000	67	100	145	100	10,409,541,350	51	우리은행	예치계약	5,269,601,725	우리은행(동산동지점)	053-256-5891
[폐업](주)새미래라이프	김 *  * 	부산-2011-24호	20110308	1801110647397	607-81-86962	부산 연제구 거제2동	부산 연제구 거제2동	1588-6168	kjb****@hanmail.net	폐업		20130820	240만원상품	240만원(30000*80회) 관(오동나무3단) 수의(대마) 염배2필	360만원상품	360만원(36000*100회) 관(향나무1.5) 수의(대마) 염배2필	400만원상품	400만원(50000*80회) 관(향나무2단) 수의(남해포+명주) 염배2필	310,228,481	42,228,415	352,456,896	215,934,429	0	215,934,429	136,522,467	300,000,000		100	61	100	278,154,000	0	우리은행	예치계약	917,500		
[등록취소]예그린에스앤티(주)	허 *  * 	부산-2013-41호	20130828	1801110465955	617-81-48835	부산시 부산진구 연수로 18-1 3층(양정동, 희망빌딩)	부산시 연제구 중앙대로 1117(연산동)	1588-4108	pil****@gmail.com	등록취소	20101210		240만원	240만원(2만원*120회) 수의(인견(명주),원사:중국, 재직:국내), 관(오동나무,중국산)	360만원	360만원(3만원*120회) 수의(견(본견),원사:중국, 재직:국내), 관(오동나무,중국산)	480만원	480만원(4만원*120회) 수의(견(고급본견),원사:중국, 재직:국내), 관(오동나무,중국산)	949,174,794	2,599,048,846	3,548,223,640	330,994,893	3,644,928,900	3,975,923,793	-427,700,153	300,000,000	-20	100	112	100	346,705,000	40	상조보증공제조합	공제계약	138,682,000		
[등록취소]바이오힐링(주) [구, 삼성상조㈜, 삼성토탈상조㈜]	정 *  * 	부산 2013-40호	20110211	2301110074995	610-81-49871	부산광역시 연제구 신촌로 24	부산광역시 연제구 신촌로 24 1층 (연산동, 연포빌딩)	1544-1045	ce*@netsideline.net	등록취소	20010515		안심2호	240만원(2만원*120) 수의(대마 한국/중국),관(오동나무 중국),장의버스 리무진 중 택일	패밀리	300만원(2만5천*120) 수의(대마 한국/중국),관(오동나무 중국),리무진 관내제공	안심3호	360만원(3만*120) 수의(대마 한국/중국),관(오동나무 중국),리무진 300km제공 (왕복)	571,758,963	37,172,120	608,931,083	388,353,264	2,771,770,600	3,160,123,864	-2,551,192,781	300,000,000	-31	100	519	100	1,843,872,900	16	우리은행	예치계약	299,283,430	우리은행(연산중앙지점)	051-868-8001
[폐업](주)실버뱅크	노 *  * 	대전-선불식할부거래업-17	20110322	1601110198352	305-81-78213	대전시 중구 중교로 36-1(대흥동, 3층)	상동	1544-9651	tlf*******@naver.com	폐업	20051101	20150722	특약형(290만원)	290만원(29,000원*100회,50,000*58회) 수의(인견 또는 면수의), 관(오동나무 0.6치), 캐딜락, 장의버스 택1 관내 제공	실버1호(390만원)	390만원(39,000원*100회,50,000*78회) 수의(실버1호 또는 기계대마), 관(오동나무 1치), 캐딜락, 장의버스 왕복 200km	실버2호(490만원)	490만원(49,000원*100회,50,000*98회) 수의(실버2호 또는 반수제대마), 관(오동나무 1.5치), 캐딜락, 장의버스 왕복 400km	1,597,477,093	143,006,608	1,740,483,701	2,750,469,181	0	2,750,469,181	-1,009,985,480	300,000,000	73	100	158	100	3,707,704,497	50	한국상조공제조합	공제계약	1,853,852,249		
부모사랑(주)	배 *  *  *  *  *  *  *  *  *  *  *  * 	서울-2010-제19호	20101005	1101113872648	114-86-66402	서울특별시 서초구 방배로 123	서울특별시 서초구 방배로 123	1566-0114	alp*****@bumo-sarang.com	정상영업	20080506		라이프 420	420만원 (25,000*168회) 수의(저마 약90%, 면 약10%/원산지 : 중국, 제조지역 : 한국, 중국), 관(오동나무, 원산지 : 중국, 제조지역 : 한국, 중국), 리무진, 버스(왕복200km이내 무료제공)	뉴 라이프캐시백 08	400만원 (400,000*10회) 수의(대마 100%/원산지 : 중국, 제조지역 : 한국, 중국), 관(오동나무, 원산지 : 중국, 제조지역 : 한국, 중국), 리무진, 버스(왕복250km이내 무료제공)	가족형 라이프캐시백 068	500만원 (500,000*10회) 수의(저마 약65%, 면 약35%/원산지 : 중국, 제조지역 : 한국, 중국), 관(오동나무, 원산지 : 중국, 제조지역 : 한국, 중국), 리무진, 버스(왕복300km이내 무료제공)	17,926,398,743	251,337,139,986	269,263,538,729	9,210,302,067	393,919,464,590	403,129,766,657	-133,866,227,928	10,000,000,000	65	100	150	100	413,095,719,435	50	상조보증공제조합	공제계약	206,547,859,718	상조보증공제조합	1600-1226
[폐업]행복한상조(주)	강 *  * 	부산-2011-28호	20110316	1801110622399	603-81-67662	부산 부산진구 범천1동  869-30	부산 부산진구 범천1동  869-30	051-944-6644		폐업		20131108	210상품	210만원 (월3만원*70회)	280상품	280만원 (월4만원*70회)	360상품	360만원 (월4만원*90회)	25,509,085	95,243,550	120,794,458	160,988,650	0	160,988,650	-40,194,192	300,000,000		100	133	100	127,555,000	20	우리은행	예치계약	25,511,000		
[등록취소]디에이치상조(주)	허 *  * 	부산-2011-19호	20110218	1801110247783	607-81-40535	서울시 중랑구 망우로 66길 5(망우동)	상동	1588-4008	pil****@gmail.com	등록취소	19980101		240만원	240만원(월2만원*120회) 수의(인견(명주)-중국산,국내제작),관(오동,중국산)	360만원	360만원(월3만원*120회) 수의(견(본견)-중국산,국내제작),관(오동,중국산)	480만원	480만원(월4만원*120회) 수의(견(고급본견)-중국산,국내제작),관(오동,중국산)	1,071,297,255	14,503,757,229	15,575,054,484	4,466,215,249	30,580,423,921	35,046,639,170	-19,471,584,686	300,000,000	18	100	225	100	0	0	한국상조공제조합	공제계약	0		
